,Text,Language,Source,Date,retweetR,spamR,similarR,followerR,ffratioR,numTweetR,organisationR,remove
84,Brilliant!!!!!!!!!!!!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
137,Perfect!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
147,*HALLO LEUTE*,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
154,Not every german is a nazi,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
225,"'Sleepers awake, eternal daylight shines'",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
268,Wow.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
284,'I find this frankly astonishing...',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
297,FYRRCREF NJNXR RGREANY QNLYVTUG FUVARF,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
304,Poor RickyT :(,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
318,frankly ASTONISHING,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
361,Too real,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
432,Bravo,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
505,this is genius,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
573,sleepers awake eternal daylight shines,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
586,SLEEPERS AWAKE ETERNAL DAYLIGHT SHINES,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
604,Excellent,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
776,Frankly Astonishing!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
846,Gold,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
902,Have you ever seen a Jew Jitsu?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
914,'SLEEPERS AWAKE ETERNAL DAYLIGHT SHINES',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
931,quality!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1030,SLEEPERS AWAKE ETERNAL DAYLIGHT SHINES,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1035,FYRRCREF NJNXR RGREANY QNLYVTUG FUVARF,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1049,You are amazing,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1062,Brilliant.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1100,Excellent.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1123,sleepers awake eternal daylight shines,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1129,"Sleepers awake, eternal daylight shines.",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1242,FYRRCREF NJNXR RGREANY QNLYVTUG FUVARF,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1269,sleepers awake eternal daylight shines,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1378,Brilliant!!!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1410,This was great.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1425,sleepers awake eternal daylight shines,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1439,Sleepers awake eternal daylight shines.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1537,Brilliant,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1542,frankly astonishing,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1575,SLEEPERS AWAKE ETERNAL DAYLIGHT SHINES,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1583,FYRRCREF NJNXR RGREANY QNLYVTUG FUVARF,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1644,SLEEPERS AWAKE ETERNAL DAYLIGHT SHINES,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1686,sleepers awake eternal daylight shines,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1739,I find this frankly astonishing.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1768,Amazing <3,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1785,SLEEPERS AWAKE ETERNAL DAYLIGHT SHINES,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1857,fucking brilliant,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1871,sleepers awake eternal daylight shines...,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1888,"At least 75% of the people screaming at the top of their lungs about how much Nazis, white supremacists and white nationalists deserve 'freeze peach' are gonna be Nazis themselves by the end of 2017 lol.",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1892,fyrrcref njnxr rgreany qnlyvtug fuvarf,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1914,'Fyrrcref njnxr rgreany qnlyvtug fuvarf',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1923,FYRRCREF NJNXR RGREANY QNLYVTUG FUVARF,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1978,SLEEPERS AWAKE ETERNAL DAYLIGHT SHINES...,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1993,fyrrcref njnxr rgreany qnlyvtug fuvarf ???,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2010,This is genius,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2023,Brilliant!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
