,Text,Language,Source,Date,retweetR,spamR,similarR,followerR,ffratioR,numTweetR,organisationR,remove
4,URL,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
70,hitchens is overrated,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
154,i love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
175,"I want people to say what they want because I wanna know who you are and what you think. If you're a racist I wanna know. Don't hide that shit. Also it does make no sense when racist people get upset over being called racist, but then say they're advocates of free speech after saying something bigoted",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
177,"I want people to say what they want because I wanna know who you are and what you think. If you're a racist I wanna know. Don't hide that shit. Also it does make no sense when racist people get upset over being called racist, but then say they're advocates of free speech after saying something bigoted",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
449,URL,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
498,There is no phone. There is only Destiny,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
