,Text,Language,Source,Date,retweetR,spamR,similarR,followerR,ffratioR,numTweetR,organisationR,remove
38,'Oh don't be a woman...that's not a good idea.' ,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
102,You're amazing.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
105,Love tabby! >=),en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
144,'The Left will abide a regal queer',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
147,'I love you.'  'W H A T ?!',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
240,I love Tabby.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
267,You're a genius!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
312,'The Left will abide a regal queer',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
374,I love Tabby.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
384,SO GOOD,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
402,Genius!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
518,Great video!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
551,This was amazing.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
629,The left will abide a regal queer,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
670,ily,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
677,'The left will abide a regal queer.',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
814,Awesome video. By far the best discussion of the topics addressed that I've seen online.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
869,you're a fucking genius,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
944,I'm Tabby.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
950,URL,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
976,Genius.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1078,I want to give Tabby a hug.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1103,I'm in love.  <3,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1122,I love this ,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1294,I love Tabby.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1403,Brilliant! <3 !,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1516,I love u..,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1536,Yes.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1549,I LOVE YOU,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1587,Iconic,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
