,Text,Language,Source,Date,retweetR,spamR,similarR,followerR,ffratioR,numTweetR,organisationR,remove
1,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
5,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
7,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
9,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
13,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
21,URL,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
25,#mouthfeel,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
55,WHY IS NO ONE TALKING ABOUT THE MOUTHFEEL,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
120,17:47   Tiffany... tumbles,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
398,Love love love.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
460,mouthfeel?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
461,*why am i constantly surrounded by homosexuals*,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
477,'Why is nobody talking about the mouthfeel',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
538,This is amazing,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
555,why is noone talking about the mouth feel?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
580,you're amazing,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
631,Why is no one talking about the mouth feel???,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
735,I need to not be around straight people for a long time after this...,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
750,I cried :c,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
760,<3 Adria,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
800,M O U T H F E 3 3 E L  URL,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
810,*why is no one talking about the feminine penis*,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
823,'you're a good tran',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
826,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
828,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
909,Why am I constantly surrounded by homosexuals?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
999,i love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1130,Wow!!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1166,Damn,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1277,'why am I constantly surrounded by homosexuals?',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1278,This is ART,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1522,MORE TABBY,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1988,holy shit.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2006,>>feminine penis,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2163,*WhY iS nO oNe tAlkIng aBouT tHe feMinInE pEniS????*,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2235,Great as always.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2254,URL,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2300,Why is no one talking about the mouth feel?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2526,Why is no one talking about the feminine penis?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2548,*WHY IS NO ONE TALKING ABOUT THE MOUTHFEEL?*,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2773,this is art,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2816,"Facts over feels, hunty!",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2883,wow,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2900,URL,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2987,I love you[?],en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3062,I love you.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3123,why is no one talking about the mouthfeel?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3124,Why is no one talking about the mouth feel ,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3166,why *is* no one talking about the mouthfeel?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3183,'WHY IS NO ONE TALKING ABOUT THE FEMININE PENIS?!',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3262,WHY IS NOBODY TALKING ABOUT THE MOUTHFEEL,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3529,'Why IS no one talking about the feminine penis?',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3548,*wHy iS nO ONE taLKIng aBout tHE fEmiNINE peNIS*,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3622,wow,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3625,Why is no one talking about the mouthfeel?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3635,Why is no one talking about the mouthfeel?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3638,WHY IS NO ONE TALKING ABOUT THE MOUTH FEEL?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3668,Love you <3,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
