,Text,Language,Source,Date,retweetR,spamR,similarR,followerR,ffratioR,numTweetR,organisationR,remove
7,This is great!!!!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
30,SHITGIBBON,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
290,Dath. Dath dath dath dath.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
357,URL,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
358,I too feel like shit and identify as trash,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
367,kill your shitty child,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
379,Kill your shitty child for all I care,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
394,'The Traditional Female Garb of my Culture!',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
449,*ben shapiro has left the chat*,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
527,* Girl dick energy *,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
560,28:26 but what does it mean to you? Tell me in the comments section down below.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
762,He,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
805,FACISTAS NAO PASSARAO!!!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
823,"KILL YOUR SHITTY CHILD FOR ALL I CARE, THAT'S SIMPLY NOT MY PROBLEM ",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
824,you are fantastic,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
825,i love you o-o,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
829,This is awesome.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
917,Thank you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1054,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1055,What words can we use?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1191,Love it,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1266,Brilliant,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1331,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1362,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1367,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1369,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1461,I adore you!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1475,aS A TrAnS WoMaN,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1497,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1499,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1501,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1503,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1504,URL,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1630,HOw dO i EXplAin To mY CHiLd?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1647,DATH DATH DATH DATH,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1800,Love you ^_^,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1802,BEAUTIFUL!!!!!!!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1812,ContraPoints DESTROYS Ben Shapiro with FACTS AND LOGIC,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1936,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1952,URL,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2044,I love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2122,Lil Benny!!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2125,Love her,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2182,Hampden!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2196,dath dath dath,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2217,Queen ,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2233,dath dath dath dath dath,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2262,Obstinate hobgoblin.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2275,CONTRA. I love you.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2321,My queen,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2341,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2372,I love you!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2511,I love you <3,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2572,I love you.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2582,LOVE YOU,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2615,"One of the Youtubers Whomst is Bad,,,,,",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2666,What's the song at the end???,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2680,DATH,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2683,OK THIS IS EPIC,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2712,Fascistas nao passarao!  <3,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2843,I love ben shapiro [?],en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2849,#TrashRiseUp,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2880,I love contrapoints,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2920,I love you ContraPoints.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2925,Dath. Dath Dath Dath.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2968,i love u,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2997,fascistas nao passarao <3,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3019,'aS a TraNs wOmAn' ,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3064,As A TRANS WOMAN!!!!!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3086, As a Trans woman ,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3131,'You'll never be anything but a glorified kidnapper!',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3136,Lol @ 'literal stone butch',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3144,god i love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3189,You're so pretty,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3273,i fucking love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3278,*_AS A TRANS WOMAN_*,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3330,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3614,FASCISTAS NAO PASSARAO!!!!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3669,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3671,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3673,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3675,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3677,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3679,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3681,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3782,Thank you for existing,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3817,<3 FASCISTAS NAO PASSARAO <3,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3847,Kill your shitty child for all I care!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3882,FASCISTAS NAO PASSARAO ,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3896,Okay...this is EPIC,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3898,aS A TrAnS wOmAn,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
3973,I too identify as trash.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
4015,FASCISTAS NAO PASSARAO! <3,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
4016,FASCISTAS NAO PASSARAO!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
4029,"Mandarin pronouns are kinda gendered. The singular third person is just one word 'ta'. However, this explicitly covers all three genders separately. See, they are written three different ways: Ta  (male), Ta  (female), and Ta  (neutral). So, it is gendered on paper, but not gendered at all in speech.",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
