,Text,Language,Source,Date,retweetR,spamR,similarR,followerR,ffratioR,numTweetR,organisationR,remove
18,I need you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
26,I love you. I'll love you forever. I need you. I'll never leave.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
27,"I love you forever, and I'll never leave.",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
52,I will never leave you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
58,I love you forever!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
62,I love you. I'll love you forever. I need you. I'LL NEVER LEAVE!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
90,I love you. I will love you forever. I need you. I will never leave ,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
97,I.LOVE.YOU.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
136,"I love you, I love you forever. I need you. I'll never leave.",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
204,"I love you, I love you forever, I need you, I will NEVER LEAVE!!!!!1",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
212,Love you.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
221,"I love you, I'll love you forever. I need you and I'll never leave",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
240,i love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
255,I'll love you forever,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
294,Love you. Love you forever. I'll never leave you.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
305,I love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
318,I love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
351,I love you. I'll never leave.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
352,I love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
384,"I love you, I'll love you forever,  I need you, I'll never leave",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
387,Love you ,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
393,I love you forever,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
400,I love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
409,I love you. I'll love you forever. I need you. I'll never leave you.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
410,I love you. I'll love you forever. I'll never leave.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
425,I love you.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
435,I will love you forever,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
446,I will never leave,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
447,I love you!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
448,I LOVE YOU FOREVER,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
449,"I love you, i'll love you forever, I need you, I'LL NEVER LEAVE.",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
452,i love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
462,I love you.  I'll love you forever.  I need you and I'll never leave you.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
479,I love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
487,I love you. I'll love you forever. I need you. I'll never leave!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
531,i love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
564,I love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
611,I love you. I love you forever. I need you. I will never leave.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
613,I love you. I'll love you forever. I need you. I WILL NEVER LEAVE!!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
626,I love you  I'll love you forever I need you  I'll never leave,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
644,i love you forever,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
656,I love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
673,I love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
679,I love you forever!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
689,i'll never leave,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
715,"I love you, I'll love you forever, I need you.. I'll NEVER LEAVE! :D",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
720,"I love you, I'll love you forever",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
733,I love you. I love you forever. I'll never leave you.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
741,"I love you,  I'll love you forever. I need you. I'll never leave.",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
742,I love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
744,I love you.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
