"Text","Language","Source","Date"
"What's questionable about Anita's crowdfunding practices?","en","relativeinsight","2019-08-01T00:00:00"
"I like to look at woman's butts lol","en","relativeinsight","2019-08-01T00:00:00"
"8:52 'When did we all agree to just write off people, who are like, 'You broke that bitch's tit when you were drunk.''  Wait.... Who did what? That's an oddly specific example there. Did this actually happen or was this supposed to be a 'joke'? But does that even matter? Either way, NO! I agree to write that guy off. I write him right off! How does anybody consider this idiot an 'intellectual'?","en","relativeinsight","2019-08-01T00:00:00"
"Epic foreshadowing in the end.","en","relativeinsight","2019-08-01T00:00:00"
"Those catholics have some mommy issues with the Virgin Mary and all. It's just mysogynist! Atheists are like 'hold my beer'.","en","relativeinsight","2019-08-01T00:00:00"
"I never thought Anita sarkeesian was a real feminist. I always thought she was a radical misandrist sexism baiter, who used her talking points to make an income. And Thunderf00t should not have fallen into the trap of conflating feminism with misandry.","en","relativeinsight","2019-08-01T00:00:00"
"of all the atheists that i was following and adored from the height of that movement before it just totally collapsed because they couldn't grasp that maybe being sexist and racist was completely turning people off from atheism, it seems like bobby henderson is the only one that made it out okay? his spaghetti monster blog is rarely updated anymore and most of the posts seen immediately are all posts calling out trump and all around being a good person still or just silly posts with people with colanders on their heads because fuck it - its the flying spaghetti monster, certainly aint gonna go much deeper than that. i dont really know what bobby is up to more than that, but he seems to be the only prominent male atheist from that era that hasn't become a major douchehole.","en","relativeinsight","2019-08-01T00:00:00"
"3:00 blue is the conservative colour in the uk and i was just looking at that for a solid minute trying to figure it out","en","relativeinsight","2019-08-01T00:00:00"
"I'm surprised Contra hasn't put a comment here or in the annotations to correct her misconceptions about Anita Sarkeesian - because I think that's a pretty important point... she is like one of the least objectionable people in existence, and these losers are losing their minds over her. I think that's an important point to emphasize.","en","relativeinsight","2019-08-01T00:00:00"
"I need to find the original video where that guy is looking for Jesus in the weeds","en","relativeinsight","2019-08-01T00:00:00"
"Not all atheist YouTubers are antifemmenist. Watch Mr. Atheist, he's a pansexual atheist who's incredibly feminist, pro-lgbt, and overall a sweetheart. He focuses his content around pointing out dangerous indoctrination in religion, which leads him to mostly talk about women and lgbt folk. It's quite refreshing to see.","en","relativeinsight","2019-08-01T00:00:00"
"I have to disagree.  Yes it is true atheism had become stale and stagnant, but it still had a sense of community.  Feminism destroyed that sense of community.  Many things could have killed the atheist movement, but it was feminism that actual shoved the knife in and twisted it.","en","relativeinsight","2019-08-01T00:00:00"
"Inside all us, is a better thesaurus. If you're not looking, you'd better be making great conversation, or have a loving well of silence where understanding and comprehension are kind of repeating orgasm, offering deserved self-praise for the sentences you've written, the sentences you've spoken, and, perhaps, a certain appreciation of the term 'jigglerum', which is derived from the Latin 'semen', or the salt on a baby's life-egg.   See also: ladies do produce a type of jigglerum.   Please, ignore: any Black Tom Cassidy's who insist jigglerum is slang for Kool-Aid drank from the anus; it is not.","en","relativeinsight","2019-08-01T00:00:00"
"Hey, can someone explain me how did her voice changed so much? Is there a surgery that changes your voice?","en","relativeinsight","2019-08-01T00:00:00"
"If social justice warriors were like contrapoints, all these guys wouldnt have a job and i would have gotten something done the past 3 years.","en","relativeinsight","2019-08-01T00:00:00"
"I wouldnt say it died out. Lot of guys still cover it","en","relativeinsight","2019-08-01T00:00:00"
"She's changed so much what","en","relativeinsight","2019-08-01T00:00:00"
"Since when did Elliot Rodger belong to any particular movement? More mental illness than ideology. It isn't unreasonable to assume that he would have become violent without the influence of PUA forums. He could have as easily been radicalized elsewhere.  Even the PUA 'pimps' themselves are self-aware enough to realize that they will more often fail at what they do than they will be successful, which is a distinct difference in the level of narcissism that Elliot Rodger's had (which was weird, because it was mental illness).  So Elliot Rodgers was someone unrelated to both sides of the ideological dispute, sort of like a bomb going off outside the discussion booth. That somehow got adopted and used as a means to blame another side within the ideological bubbles.","en","relativeinsight","2019-08-01T00:00:00"
"Rebecca Watson => Epic trolling right there Poor little Tfoot didn't have a clue. Oblivious, he proceeded to take the bait and instantly swallowed the hook.","en","relativeinsight","2019-08-01T00:00:00"
"I hate being homosexual , because people think I'm left when I not I don't care modern politics","en","relativeinsight","2019-08-01T00:00:00"
"Throwback, whoa...","en","relativeinsight","2019-08-01T00:00:00"
"I know you don't like to go back and watch your old videos but I just wanted to let you know that this was the first video I ever saw on your channel and it came up in my timeline. Thank you so much for this and it's amazing to see you the woman you are now!","en","relativeinsight","2019-08-01T00:00:00"
"How did I not see this earlier?? THANK GOD someone made a video around that topic. That cult-like obsession with feminism annoyed the shit out of me (a strong believer in the atheist movement to this day), it totally destroyed the atheist's self-proclaimed picture of people who wanted to improve the world through humanism. Turned out most of them were one-dimensional misagonysts trying to make money with irrelevant talking points..","en","relativeinsight","2019-08-01T00:00:00"
"Be my Edward Paul","en","relativeinsight","2019-08-01T00:00:00"
"Oh my God the ending is so perfect it's insane","en","relativeinsight","2019-08-01T00:00:00"
"You've come a long way Nat. Keep it up.","en","relativeinsight","2019-08-01T00:00:00"
"If you want to talk with me, go ahead my dear. I do with you.","en","relativeinsight","2019-08-01T00:00:00"
"The YouTube atheist community makes me, an atheist myself, cringe so hard. I wish these people weren't what people think of when they think 'atheist'.","en","relativeinsight","2019-08-01T00:00:00"
"I discovered Contrapoints a bit ago, and it's a shame how badly you are misrepresenting TJ here.  They are not critiquing Rebecca Watson's views on anything other than claims of blackmail and burying research 'that could save lives' at this point, and they are laughing at these claims. TJ is making a parody of her rabble rousing. At this point it has already been established this groping didn't even happen. It actually has nothing to do with feminism, or Rebecca being 'a women they don't agree with.' Tj doesn't even bring up her gender.  If you didn't cut the clip mid-sentence, you'd understand it was a parody:  'And I mean like when did we all agree to just write off people who were like 'you  fuckin groped that bitch's tit when you were drunk- therefore you have no worth as a human being now. You are cast out into the wastelands to die the death you deserve.'  Right. That's not saying groping is okay. He's saying that the accusation, even if true, doesn't warrant her response.  The only thing kinda funny about all this is that Rebecca accuses a guy of being a sociopath, and Tj says even if he argues it, he's still stuck defending himself about not being a sociopath. You're pretty much doing the same thing here, and now I'm defending TJ for not supporting molestation. It's just kinda shitty when anyone misframes a clip.","en","relativeinsight","2019-08-01T00:00:00"
"I'm not gonna lie pre transition contra and post transition are both hot","en","relativeinsight","2019-08-01T00:00:00"
"When you made this video thunderf00t was for sure being a turd and a half  More recently he has, thankfully,  changed his direction  His channel is now enjoyable again","en","relativeinsight","2019-08-01T00:00:00"
"I don't know how you feel about this three years later, but my take on Anita was that her painfully obvious points are still not painfully obvious to some people, which is why she needed to make those videos.","en","relativeinsight","2019-08-01T00:00:00"
"I honest to god have no idea what to say except that guy escaped from a high security psychiatric asylum.","en","relativeinsight","2019-08-01T00:00:00"
"It's really weird to watch a critique of Godnita in 2019, since we're preaching to her for last 2 years. I mean, how dare you critize the goddess?","en","relativeinsight","2019-08-01T00:00:00"
"I strongly disagree with the amount of criticism you constantly level against Anita. You at one point say that not all criticism needs to be verbalized, but you never hold back against her. It's in every video.","en","relativeinsight","2019-08-01T00:00:00"
"what happened in 08/09/2014?","en","relativeinsight","2019-08-01T00:00:00"
"gotta love when criticism from two different angles either cancels out the criticism or points at a more nuanced criticism needed. Most retorts follow 'the way you view the situation is wrong, but the situation happened' or 'the situation didn't happen, so your view doesn't work here'.","en","relativeinsight","2019-08-01T00:00:00"
"Huh...I remember AronRa and Edward Current now that I think about it; the fact I haven't heard anything about them lately like I have with Thunderf00t, Sargon, and the Amazing Atheist PROBABLY means they didn't go from 'I'm a rational thinker' to someone Richard Spencer thinks is a great introduction to the alt-right and/or the anti-SJW camp.","en","relativeinsight","2019-08-01T00:00:00"
"Feminism destroyed the west, forget about atheism.","en","relativeinsight","2019-08-01T00:00:00"
"Wolfkin?  Forbidden Lands reference?!   yeah. that's my take away here.  also, ladybutts.","en","relativeinsight","2019-08-01T00:00:00"
"You are smarter than Thunderf00t.","en","relativeinsight","2019-08-01T00:00:00"
"In 300 years, some people will spend their whole lives debunking the existence of a real Harry Potter.  It will be a sad job that no one wants to do because debunking absurdities is hard work that never ends in the short term.  Plus it's an absurd necessity.  Atheists lose their zeal because they want a more meaningful occupation before they die.","en","relativeinsight","2019-08-01T00:00:00"
"I remember I got into Thunderf00t when I first discovered Atheism, and was really into Science. I used to watch his videos religiously. Ironic I know. I quickly got pulled out of the hat and  shoved myself down the rabbit hole, again ironic since his profile picture was a rabbit! I soon found myself neck deep in Thunderf00t, Amazing Atheist, Sargon, Tl;dr, Milo, Lauren Southern, the works, and of course Blair White was my Trans icon as the cherry on top.   There was a certain point, not sure when, I just realized how crazy shit was getting, and that I had to get out. It's weird that years later after escaping the rabbit hole I find myself reflecting on it mid 2019.","en","relativeinsight","2019-08-01T00:00:00"
"5:56 'I'm not a fan of Anita Sarkeesian myself' ??????","en","relativeinsight","2019-08-01T00:00:00"
"2:30 'I am not a social justice warrior.' 2019: Eh, I don't know about that. Sounds debatable.","en","relativeinsight","2019-08-01T00:00:00"
"Ummmm, well feminism does come across as a hate cult or a religion. The church of feminism is alive and well. Not surprising atheism is fighting this infection from taking over.","en","relativeinsight","2019-08-01T00:00:00"
"They dont like feminists because they defend Islam.","en","relativeinsight","2019-08-01T00:00:00"
"'Not all anger is righteous and some feeling you should keep to yourself.' Rules to live by honestly and more people should say it.","en","relativeinsight","2019-08-01T00:00:00"
"This old ContraPoints video is the most obviously inspired by Plinkett Red Letter Media style of analysis that I have seen so far. Being a Plinkett Reviews fan, I am tickled that Natalie took this up. I started with the Incels video and have been working my way backwards. I am deeply admiring. You are my people.","en","relativeinsight","2019-08-01T00:00:00"
"I know it's not really the place but can someone tl:dr me in topic of what is Laci Green doing right now?","en","relativeinsight","2019-08-01T00:00:00"
"Holy fuck I am not the only person that knows what inmedham is and what a raging nihilist he is?  He scares the shit out of me.","en","relativeinsight","2019-08-01T00:00:00"
"Have you seen the 2019 Atheist State of the Union? It's on Holy Koolaid's channel. I know this video is old, but Atheism isn't dead on YouTube. Far from it;-)","en","relativeinsight","2019-08-01T00:00:00"
"Having been berated by feminists for not being an atheist...I can confirm. I didn't even know people were saying that. It makes no goddam sense.  However, I have long noticed that atheists are no more reasonable than anyone else. Just like vegans are not necessarily nicer than anyone else. As a famous gaming youtuber once said 'MMORPGs have proved, it doesn't matter the race, gender, nationality or creed: there's assholes everywhere'.","en","relativeinsight","2019-08-01T00:00:00"
"A couple of things;  1. Atheism movements aren't a fad, it's a response to religious people pushing their beliefs onto others.   2. Atheism isn't the belief that a God doesn't exist, but a lack of belief in a God. And the discussion  goes according to what arguments God believers present.   3. I get there are lots of edgy atheist on YouTube but as of late we've had a rise in numerous channels championing rationality and skepticism such as: rationality rules, genetically modified skeptic, godless cranium, and others. While still have old time favorites that have kept the motto of championing science like plotholer54.  I'm sorry, I usually agree with your videos, but your representation on the atheist community on YouTube is wrong as well.","en","relativeinsight","2019-08-01T00:00:00"
"Natural sciences vs. Humanities, the next big discussion. I studied Physics and, those smug asses of professors used every opportunity not only to shun feminists, but women in general, like, how dare she have maternity leave, it's two years of paying, boo hoo..  and not only that, but that rant that natural sciences are far superior to humanities. What does superiority even mean? Anyways, you must have noticed that smugness when it comes to humanities, with those atheists 'only HARD EVIDENCE', 'STATISTICS IS KING' kind of rant. Between ranting about religion, comparing feminists to ISIS or Natsees, the bottom line is 'look at how my field of research is better than YOURS, YOU SNOWFLAKE!' and that's really frustrating.","en","relativeinsight","2019-08-01T00:00:00"
"I think I'm no longer going to squabble with electronic phantoms.","en","relativeinsight","2019-08-01T00:00:00"
"Never thought I'd feel so happy about coming late to the Atheist party. o_o; Way prefer Theramintrees, Anthony Magnabosco, Mandisa Thomas, AronRa, and Godless Bitches to these disreputable chest thumpers.","en","relativeinsight","2019-08-01T00:00:00"
"The most frustrating thing about this video is that you wasted good whiskey","en","relativeinsight","2019-08-01T00:00:00"
"At the end of the day they were bullies who picked easy targets, and while they were deserving targets at first like evangelicals who had actual power in the US, they extended to every emerging cultural change, valid or not, while it was still on the periphery.","en","relativeinsight","2019-08-01T00:00:00"
"you're like the werner herzog of the late millenial internet","en","relativeinsight","2019-08-01T00:00:00"
"ur not on christian mingle i looked you up there and you lied to me!!!!","en","relativeinsight","2019-08-01T00:00:00"
"Anita poisoned everything XD","en","relativeinsight","2019-08-01T00:00:00"
"My only problem with this video so far, is that tj, thunderfoort,inmendam, Brett keane, are all different people. That's why the atheist community shouldn't be one. You can't lump all these people together. Tj is all for the empowerment of women, I don't know where you're getting that he's not?    I don't watch them anymore bc they tend to be more wrong than right, on account of pure laziness but that doesn't mean you should portray then all as one.","en","relativeinsight","2019-08-01T00:00:00"
"People that criticise feminism most of the time dont learn feminism","en","relativeinsight","2019-08-01T00:00:00"
"All those youtube atheists act exactly the same way with anyone they encounter.  There is definitely no change when it's a woman.","en","relativeinsight","2019-08-01T00:00:00"
"'There is only one cure for world poverty that has ever been found, and it's quite simple, It's called the empowerment of women.' -Christopher Hitchens  Internet athiests take so many leaves out of his book, why not that one as well?","en","relativeinsight","2019-08-01T00:00:00"
"I meet all the best tops on Christian mingle","en","relativeinsight","2019-08-01T00:00:00"
"This may be a weird statement, but I watched this video after watching some of your more recent pieces, and you just seem so much happier now. :)","en","relativeinsight","2019-08-01T00:00:00"
"My favorite part was the Desertphile cameo.","en","relativeinsight","2019-08-01T00:00:00"
"I'm more interested in Misotheism.","en","relativeinsight","2019-08-01T00:00:00"
"When I first saw this video I couldn't watch it. I still harbored a lot of trust in that community and part of me still believed what they were saying about feminism. In the months, now years following trump's election they've completely and utterly disenfranchised me. They began making friends with literal fascists and even affecting some of their rhetoric to appeal to their now decidedly rightward leaning fanbase. What I believe happened was that the right saw how effective that movement was at gaining the support of young white men and essentially stole it away from the actual rational people leading it in an Internet coup. For years they couldn't get 'sjw'out of their mouths and demonized anyone who identified as a feminist, which eventually became anyone who identifies with the left at all. These fucking shitheads are absolutely toxic to every community they attach themselves to. Atheism, gaming, hell even Rick and Morty wasn't spared. Yet they have the audacity to call US toxic? Fuck them and the horse they road in on.","en","relativeinsight","2019-08-01T00:00:00"
"5:59 Agree.","en","relativeinsight","2019-08-01T00:00:00"
"so is it better to make all wamen look like fuckin hippos than make them all look sexy and shit? i dont get that man, is your goal to represent wamen like fat sacks of potatoes with no gender role or anything? if anything, u dont play those games, its appealing to the average customer. (usually a straight white man thats still virgin) if it was like fucking porn or objectifying wamen completely, thats a problem. but why is your problem a sexy character model? thats what i dont understand.","en","relativeinsight","2019-08-01T00:00:00"
"8:27 that not a insult the others were but not that one.","en","relativeinsight","2019-08-01T00:00:00"
"Totally love you; thanks for making these.","en","relativeinsight","2019-08-01T00:00:00"
"I used to be a Thunderf00t fan until I kind of realized that he had a hate boner for Anita. Then I just kind of left him. Cult of Dusty was pretty interesting for a while, then his voice started to get annoying, I got tired of TJ's incessant voice and constant screaming. When I was going through the 'red pill rage' (to borrow from the MGTOW movement terminology) phase of exiting religious thinking they were an outlet for the feelings of anger and the hole that was left by my parents convincing me that there was a magic man in the sky. But as time went on and I came to terms with it my need for someone to agree with me disappeared. Suddenly I was only watching them for their rare science content or their discussions/interviews with scientists. But it was a phase that I quickly grew out of I guess. Part of me wants to attribute their decline in popularity is their shift from science related content that stemmed from incorrect religious assertions to dying on the hill against social justice warriors. But the other part of me knows it's because they no longer appealed to a quickly progressing fan base.","en","relativeinsight","2019-08-01T00:00:00"
"Chiming in from the distant future of 2019 to tell you the tedious antelope and the gay nazi are no longer relevant and most people forgot they exist.","en","relativeinsight","2019-08-01T00:00:00"
"Brett Keane, it has been a long time since I last saw my manatee","en","relativeinsight","2019-08-01T00:00:00"
"Why dose Blaze TV think they can invade my contrapoints videos with their addnonsense","en","relativeinsight","2019-08-01T00:00:00"
"I think the new atheism movement died because the evangelical right died. When there's nothing to fight against why bother banding together and fighting? Religion was not a significant factor in the world during the Obama era in the way it was in the Bush era.","en","relativeinsight","2019-08-01T00:00:00"
"What the hell did I just watch? How are the two even supposed to affect one another ","en","relativeinsight","2019-08-01T00:00:00"
"Yeah I was a big fan of thunderf00t in the early days and then I got more into anarchism at the time. Eventually I went back to atheist videos for the science and physics to help elucidate things for a comrade. After suggesting some of his videos I was like I wonder what he's been up to and just a wall of anti feminism. So I was like 'aw fuck she's gonna think I'm a manarchist now. Yikes!'","en","relativeinsight","2019-08-01T00:00:00"
"I was already pretty sick of the adversarial pettiness of the online atheist community but I completely fucking bailed the moment they imploded over the Rebecca Watson elevator thing validating every single one of her criticisms in the process.","en","relativeinsight","2019-08-01T00:00:00"
"At least Christina Hoff Summers defended the rational feminists.","en","relativeinsight","2019-08-01T00:00:00"
"between you and that last jontron video i've seen two different hacks blatantly ripping off the same plinkett first person camera bit in a week.","en","relativeinsight","2019-08-01T00:00:00"
"We still need Anita since the world isn't only filled with people like us, there are some men who believes their videogame is ruined because they put women in the game who isn't a sexy furniture or a trophy to get. regardless of how basic she's trying to say in feminist circle there are people who has no idea about these just like you said about John Berger's 'Ways of Seeing' in your video called 'Why I became SJW feminist' and, if there was no Feminist Frequency, Emily wouldn't be the protagonist for Dishonored 2 :>","en","relativeinsight","2019-08-01T00:00:00"
"A great criticism of Tf00t.","en","relativeinsight","2019-08-01T00:00:00"
"Holy shit. This is the weirdest thing to watch in 2019.","en","relativeinsight","2019-08-01T00:00:00"
"I love you Natalie, and here's my only small critique. (On a very old video) MAtt Dilihunty isnt a 'new Atheist'  He's not one of the bad guys. I'm saddened to see him in this video lumped in with scumbags like Harris and Thunderfoot. To be fair he is definitely a face of atheism and has collaborated with asshole 'new Atheists' But that's incidental.","en","relativeinsight","2019-08-01T00:00:00"
"I've been going through your content. What an interesting 180 you did on Anita","en","relativeinsight","2019-08-01T00:00:00"
"Hi! I recently discovered this channel and have been marathoning since, Just a question, I gather you had a previous channel (and that you discourage people from watching your old videos) but is there any way to watch those videos anyway? I would be most interested. Ok so thanks a lot for the videos, they are great, keep it up!","en","relativeinsight","2019-08-01T00:00:00"
"'Soon I will be beautiful, soon I will be perfect.'  Narrator: She would be. And it would be magnificent.","en","relativeinsight","2019-08-01T00:00:00"
"Its horse sperm","en","relativeinsight","2019-08-01T00:00:00"
"But atheism destroyed metaphysics... Surprisingly atheism is something pretty Christian just like Sam Harris, racism and mysogenie","en","relativeinsight","2019-08-01T00:00:00"
"Wasting alcohol is sacrilege","en","relativeinsight","2019-08-01T00:00:00"
"Really? You're going to do a 'but both sides' argument about this?","en","relativeinsight","2019-08-01T00:00:00"
"Christians are statistically more likely to be misogynist than atheists. T-f00t and the other woman-hating man-children on YouTube are a reminder that this is hardly the same thing as saying that atheists aren't sexist troglodytes.","en","relativeinsight","2019-08-01T00:00:00"
"Hee do you know you are a fetich on fetlife?","en","relativeinsight","2019-08-01T00:00:00"
"Yeah my boi Inmendham","en","relativeinsight","2019-08-01T00:00:00"
"1:22 Wait, is that Psycho Dad with long hair?","en","relativeinsight","2019-08-01T00:00:00"
"It's very disappointing and disorienting to see the atheist community (on YouTube, Facebook, etc) torn asunder like this over the years.  Looking back though, it feels inevitable.  The small atheist community I was a part of for years split in half over reactions to social issues in 2015.  I wish we could go back to 2007 again, but it's better for legitimate, unspoken issues to brought to the open, rather than festering under the surface.","en","relativeinsight","2019-08-01T00:00:00"
"QUEEN OF THE INTERNET <3","en","relativeinsight","2019-08-01T00:00:00"
"Now, I know I`m late to the party, but I`ve just found your channel (great stuff btw, and specially interesting the escalation of production quality, can't wait to see what 2019 has in store), but couldn`t help wonder why is Boogie where he is at the 3:02 image","en","relativeinsight","2019-08-01T00:00:00"
"Thunderfoot is a terrible rep of atheism...Im sick of hearing white men whine about being oppressed, and or diminishing the voices of people who are actually being marginalized. But, the one characterizing 'male atheist' is just as reactionary. And, the second thise words rolled out of her mouth, I turn off and become disinterested. In a world of internet videos, full of pseudo-intellectuals, I don't want to waste my time on someone who lumps.","en","relativeinsight","2019-08-01T00:00:00"
"Wonder what he thinks about black ppl?","en","relativeinsight","2019-08-01T00:00:00"
"im confused what does this have to do with atheism?","en","relativeinsight","2019-08-01T00:00:00"
"Feminism is not compatible with Atheism. It's illogical and fanatical","en","relativeinsight","2019-08-01T00:00:00"
"01:30 mulholland drive?","en","relativeinsight","2019-08-01T00:00:00"
"I wonder what you think of this video now.","en","relativeinsight","2019-08-01T00:00:00"
"omg i respected u. u *liked* the atheist youtube community? u thought those people were intelligent and praiseworthy? omg so basic. tbf i shouldnt really have an opinion as i refused to ever use youtube until about 2 years ago because it was full of such intense stupidity and bad form so ive got no idea really if any of them were praiseworthey but surely falling for such a basic epistemological error as atheism precludes them from anything but mediocrity? why am i even saying this... its over, we cant be friends now (god, why have i started leaving these foolish obnoxious comments as well how irrational am i going to get? Sorry, ignore me, in my head no-ones even reading this which certainly isnt the case in, you know, reality... or maybe it is?).  Its actually worse than that the more i think about it, the atheists are closeted racists. Im legit disappointed.","en","relativeinsight","2019-08-01T00:00:00"
"I used to be into Thunderf00t back in the day, but when he started whining about criticism of his own positions and projecting negativity on to a movement about equality I lost all respect for him.","en","relativeinsight","2019-08-01T00:00:00"
"Nope.. veganism did!","en","relativeinsight","2019-08-01T00:00:00"
"good video but a small point, when scotty made the 'groping a bitches tit' comment it seemed to me that he was saying 'when did we decide that anyone who sexually assaults a woman has nothing of value to say on anything' not 'when did we decide that groping a bitches tit is a bad thing'","en","relativeinsight","2019-08-01T00:00:00"
"Spilling your booze MATTERS.","en","relativeinsight","2019-08-01T00:00:00"
"So anti-feminism is just an excuse for ugly behavior? Which side regularly shits on free speech like in Berkeley where Antifa stopped a speech of milo? And which side has political leaders who openly call for taking a whole sex its rights away? URL These are not some random feminists, these are popular feminist leaders, accepted as such by their movement. If anything, feminism is an excuse for ugly behavior. You do the same things in this video that you associate with anti-feminism. You take a few videos of one anti-feminist (Thunderf00t) and act like these videos represent the whole 'movement'. As if they all make hundreds of videos about Anita Sarkisian and video-games. The truth is that anti-feminist Youtubers have addressed a lot of different issues and a lot of them are promoted not only by Sarkisian or a few feminists but by almost all mainstream feminists (rape culture, pink tax, gender pay gap, mansplaining). These are mainstream feminists talking points.","en","relativeinsight","2019-08-01T00:00:00"
"Wow, I love this so much.","en","relativeinsight","2019-08-01T00:00:00"
"I didn't even know people were even saying that feminism is destroying atheists, I am laughing so hard.","en","relativeinsight","2019-08-01T00:00:00"
"Brett Keane references in a Contrapoint video.Whaaaaat?","en","relativeinsight","2019-08-01T00:00:00"
"As an Orthodox Christian, it's hilarious to me that a bunch of people apparently decided they were geniuses for debunking such flimsy Evangelical ideas as Creationism, and then thought that clearly that qualified them to have opinions on all of religion and also everything else.","en","relativeinsight","2019-08-01T00:00:00"
"Did you ever go to the freethinking events like one held in DC around.. 2009? 2010ish hosted by Zaunstar? You look quiet similar to somebody I remember meeting briefly there but eh, long time ago.","en","relativeinsight","2019-08-01T00:00:00"
"Lmao!!!! Did anyone else get one of mr prager's ads when they clicked on this???","en","relativeinsight","2019-08-01T00:00:00"
