,Text,Language,Source,Date,retweetR,spamR,similarR,followerR,ffratioR,numTweetR,organisationR,remove
5,you are beautiful,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
32,BURGEONING,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
45,Love!!!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
57,YOUR  UTOPIAN  PIPEDREAM  IS  VALID ,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
148,NEER NEER NEER NEER NEER,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
174,URL,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
206,15:05,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
243,Brilliant.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
332,I love your hat!!!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
347,<3 Love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
350,Comment,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
425,"As always, amazing <3",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
495,Great video.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
500,Is that Theryn's voice?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
534,Loved this!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
653,"Excuse my beauty, terfs",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
670,URL URL <3,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
678,You're so cute ,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
681,URL,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
682,URL,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
