,Text,Language,Source,Date,retweetR,spamR,similarR,followerR,ffratioR,numTweetR,organisationR,remove
13,cultural appropriation doesn't exist,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
87,*SENORITAS* *PICANTES*,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
157,HOMBRES CON BURROS,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
177,You are amazing,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
244,Thank you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
431,cUaNtOs aNoS TiEnEs,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
472,what's in the jars?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
571,Thank you.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
668,"I've never seen a video of yours before, very well presented and funny and engaging. But you sort of lost me when you said that spirituality is bullshit? Do you have any videos talking about your beliefs (or lack thereof)?",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1061,What's in those jars?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1103,What's in the jars?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1166,I love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1183,What's in those jars?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
