,Text,Language,Source,Date,retweetR,spamR,similarR,followerR,ffratioR,numTweetR,organisationR,remove
72,So nuanced.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
111,Great vid,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
230,i love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
355,doesn't mean we go around committing hate criiiiiiimes,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
548,i love you.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
622,every second IS a millenium.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
731,Good video.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
823,So nuanced,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
988,"You don't seem like you need positive encouragement in order to keep doing what you're doing, but I'll send it your way anyhow. I'm glad to see some of the old atheist icons (like yourself) still have some fucking sense in their skulls. Keep it up.",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1001,Great Vid!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1106,I love you.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
