,Text,Language,Source,Date,retweetR,spamR,similarR,followerR,ffratioR,numTweetR,organisationR,remove
34,'Lesbian genocide and the rape of feminism' XD,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
54,So I'm sitting there.. Barbecue sauce on my tiddies..,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
127,Do vaccines cause feminism?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
130,"@1:44 so there I was, Barbecue sauce on my titties",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
214,Brilliant.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
240,DOST THOU BLEED,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
271,I love you!!!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
292,"'the debate must commence Tiffany, THE DEBATE MUST COMMENCE' :D",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
323,I love Jackie!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
433,Make Atlantis GAY AGAIN!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
667,"You did such an amazing job imitating Terf politics that I ended up agreeing with the Terf more than I agreed with you I'm sorry to say. I'm not actually a Terf, but I am pro-binary. I do think there is room for a demarcation between women assigned male at birth and women assigned female at birth",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
669,"You did such an amazing job imitating Terf politics that I ended up agreeing with the Terf more than I agreed with you I'm sorry to say. I'm not actually a Terf, but I am pro-binary. I do think there is room for a demarcation between women assigned male at birth and women assigned female at birth",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
724,tHE dEbatE MusT ComMenCE tIFFany,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
803,'Do vaccines cause feminism??',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
867,art.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
921,DOST THOU BLEED??!!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
941,*DOST THOU BLEED*,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
966,Fuck Terfs,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1006,DOST THOU BLEED,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1027,#DostThouBleed,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1047,DOST THOU BLEED?!!?!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1081,Do vaccines cause feminism?,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1177,'DOST THOU BLEED',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1219,This is amazing ,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1320,#DOSTTHOUBLEED,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1341,I love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1354,I love you.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1398,Fuck TERFs.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1402,brilliant,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1590,'Dost thou bleed'... [?],en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1597,"The debate must commence, Tiffany!!",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1701,Art.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1820,Fuck TERFS.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1961,"The debate must commence, Tiffany, the debate must commence!",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
