,Text,Language,Source,Date,retweetR,spamR,similarR,followerR,ffratioR,numTweetR,organisationR,remove
15,nan,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
82,URL,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
97,GET YOUR OWN DARKNESS!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
182,You are amazing!!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
200,I love you ,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
239,Love this.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
311,4:10,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
329,so much love <3,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
336,I love when you sing!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
355,'get your own darkness',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
504,Love your videos!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
601,issa knife,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
682,Hi mom,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
687,Brava,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
697,I love you.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
721,'get your own darkness',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
761,LOVE LOVE LOVE LOVE LOVE!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
763,Your voice is beautiful.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
792,i love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
852,I believe in a thing called love,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1006,NATALIE GO ON CUM TOWN,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1066,"Love you, Natalie!",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1081,'get your own darkness' ,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1107,Male,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1137,dicknuggets,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1138,Mother,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1189,Thank you.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1190,I love your singing voice,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1237,'Get your own darkness!' <3,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1277,URL,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1294,I like your singing voice .,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1326,"Greetings, people, new viewer here. Would I be wrong to interpret Gigi's story as a cautionary tale (in addition to a tragedy), highlighting the opportunity cost of such permanent changes?",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1424,"I'm only a little over 5 minutes in, and I have to say that this is one of my favorite Contra videos.",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1482,I love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1490,MOMMY,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1523,I love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1554,Beautiful.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1584,AS A TRANS WOMAN,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1593,'dicknuggets',en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1610,Your singing voice is beautiful.,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1614,4:11,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1778,I love you,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1931,I LOVE YOU,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1954,you're the best,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1981,'A slightly more passable Ann Coulter.' ,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
1995,DICKNUGGETS!!!!!!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2024,I LOVE YOU!!,en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
2066,"People getting mad that people were offended by their edgy joke always seemed disingenuous to me. Like, that's the reason the joke was 'funny' in the first place. That's where the humor of an edgy joke comes from. This is not something you're supposed to say, but you're saying it. Like, if you go on a rant about your joke not being liked by these people on Twitter, you're either a hack that doesn't understand your own comedy, or you're just looking to have a Twitter Flame War and the joke was just a set-up.",en,relativeinsight,2019-08-01T00:00:00,0,0,1,0,0,0,0,1
